ID,Reference,refyear,OriginalTitle,FrenchTitle,EnglishTitle,CommitteDecisionDate,kind,Genre,support,SecretariatDecision,firstfilm,secondfilm,budget,reason,Director,AnnouncedAmount,CoproducerId,country1,countryname1_english,percentage_participation,contributor_rank,majmin
159,05-017-F,2005,The Golden Door,,Nuovomondo,2005-03-02 00:00:00.000,Fiction,,Supported,Eligible,0,0,11600000.0,,['Emanuele Crialese'],"[5790000.0, 5790000.0]","[222, 332]","['FR ', 'IT ']","['France', 'Italy']","[0.49914, 0.49914]","[3, 4]","['Minority', 'Minority']"
160,05-019-F,2005,La Raison du Plus Faible,,Reason of the Weakest,2005-03-02 00:00:00.000,Fiction,,Supported,Eligible,0,0,4552000.0,,['Lucas Belvaux'],"[2959286.0, 1592714.0]","[8, 103]","['FR ', 'BE ']","['France', 'Belgium']","[0.65011, 0.34989]","[1, 4]","['Majority', 'Minority']"
161,05-020-F,2005,Blind,,Blind,2005-03-02 00:00:00.000,Fiction,,Supported,Eligible,1,0,3144318.0,,['Tamar Van Den Dop'],"[903227.0, 425000.0, 1760571.0]","[230, 11937, 11938]","['BE ', 'BG ', 'NL ']","['Belgium', 'Bulgaria', 'Netherlands']","[0.28726, 0.13516, 0.55992]","[4, 5, 1]","['Minority', 'Minority', 'Majority']"
163,05-022-F,2005,Island of Lost Souls (De Fortabte Sjaeles O),L'île aux sorciers,Island of Lost Souls,2005-03-02 00:00:00.000,Fiction,,Supported,Eligible,0,0,5046737.0,,['Nikolaj Arcel'],"[1078809.0, 601222.0, 547799.0, 3250160.0]","[223, 265, 11940, 11941]","['SE ', 'DE ', 'UK ', 'DK ']","['Sweden', 'Germany', 'United Kingdom', 'Denmark']","[0.21376, 0.11913, 0.10855, 0.64401]","[3, 7, 8, 1]","['Minority', 'Minority', 'Minority', 'Majority']"
165,05-028-F,2005,Opowiesci Galicyjskie,Récit de Galicie,Galician Tales,2005-02-27 00:00:00.000,Fiction,,Supported,Eligible,0,0,1255647.0,,['Dariusz Jablonski'],"[1004518.0, 251129.0]","[11942, 16967]","['PL ', 'CZ ']","['Poland', 'Czech Republic']","[0.8, 0.2]","[1, 2]","['Majority', 'Minority']"
170,99-097-F,1999,Le Troisième oeil,,Le Troisième oeil,1999-09-29 00:00:00.000,Fiction,Drama,Inelegible,,1,0,,,['Christophe Fraipont'],,,,,,,
173,05-044-F,2005,Non Existens,Non Existence,Non Existens,2005-04-27 00:00:00.000,Fiction,,Supported,Eligible,0,0,1983558.0,,['Jon Lindstrom'],"[220527.0, 422187.0, 1340844.0]","[9779, 9788, 9789]","['DK ', 'FI ', 'SE ']","['Denmark', 'Finland', 'Sweden']","[0.11118, 0.21284, 0.67598]","[5, 3, 2]","['Minority', 'Minority', 'Minority']"
176,05-004-F,2005,Fur,,Fur,2005-06-29 00:00:00.000,Fiction,,Supported,Eligible,0,0,598835.0,,['Tomasz Drozdowicz'],"[120136.0, 478699.0]","[343, 12492]","['DE ', 'PL ']","['Germany', 'Poland']","[0.20062, 0.79938]","[2, 1]","['Minority', 'Majority']"
178,05-047-F,2005,Bride Flight,,,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Secretariat,0,0,5800000.0,,['Ben Sombogaart'],"[1351456.0, 4448544.0]","[12473, 12488]","['IE ', 'NL ']","['Ireland', 'Netherlands']","[0.23301, 0.76699]","[2, 1]","['Minority', 'Majority']"
179,05-048-F,2005,Quelques Jours en Septembre,,Few Days in September,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,1,0,5274457.0,,['Santiago Amigorena'],"[4747011.0, 527446.0]","[136, 12482]","['FR ', 'IT ']","['France', 'Italy']","[0.9, 0.1]","[1, 2]","['Majority', 'Minority']"
181,05-055-F,2005,Du Levande,Toi qui est vivant,You the living,2005-06-29 00:00:00.000,Fiction,,Supported,Eligible,0,0,4811111.0,,['Roy Andersson'],"[538791.0, 533624.0, 643031.0, 3095665.0]","[12433, 12434, 12463, 12499]","['DE ', 'DK ', 'FR ', 'SE ']","['Germany', 'Denmark', 'France', 'Sweden']","[0.11199, 0.11091, 0.13366, 0.64344]","[3, 4, 2, 1]","['Minority', 'Minority', 'Minority', 'Majority']"
182,05-060-F,2005,Si le vent soulève les sables (ex. Chamelle),,,2005-06-29 00:00:00.000,Fiction,,Supported,Eligible,0,0,3679779.0,,['Marion Hansel'],"[1046250.0, 2633529.0]","[29, 213]","['FR ', 'BE ']","['France', 'Belgium']","[0.28432, 0.71568]","[2, 1]","['Minority', 'Majority']"
183,05-068-F,2005,O Benim Babam - Fikret Bey,,He is my father,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,1,0,1121649.0,,['Selma Koksal Cekic'],"[336495.0, 785154.0]","[12469, 12502]","['GR ', 'TR ']","['Greece', 'Türkiye']","[0.3, 0.7]","[2, 1]","['Minority', 'Majority']"
184,05-058-C,2005,A place to Make a Good Person Through Re-Education,,Yodok stories,2005-06-29 00:00:00.000,Documentary,,Supported,Eligible,0,0,797724.0,,['Andrzej Fydik'],"[597724.0, 200000.0]","[12491, 12493]","['NO ', 'PL ']","['Norway', 'Poland']","[0.74929, 0.25071]","[1, 2]","['Majority', 'Minority']"
185,05-059-F,2005,"14, Fabian Road",,,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Secretariat,0,0,2699177.0,,['Jaime de Arminan'],"[1889425.0, 269917.0, 539835.0]","[12440, 12495, 12516]","['ES ', 'PT ', 'BE ']","['Spain', 'Portugal', 'Belgium']","[0.7, 0.1, 0.2]","[1, 3, 2]","['Majority', 'Minority', 'Minority']"
186,05-061-F,2005,Une Vieille Maîtresse,,An Old Mistress,2005-06-29 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Catherine Breillat'],,,,,,,
187,05-062-F,2005,Les Murs Porteurs,,Cycles,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,1,0,2998415.0,,['Cyril Gelblat'],"[605000.0, 2393415.0]","[66, 12452]","['DE ', 'FR ']","['Germany', 'France']","[0.20177, 0.79823]","[2, 1]","['Minority', 'Majority']"
188,05-063-F,2005,The Colour of Water,,,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,1,0,2300642.0,,['Peter Brosens'],"[300412.0, 672944.0, 1327286.0]","[185, 12429, 12517]","['NL ', 'DE ', 'BE ']","['Netherlands', 'Germany', 'Belgium']","[0.13058, 0.2925, 0.57692]","[3, 2, 1]","['Minority', 'Minority', 'Majority']"
189,05-064-F,2005,De Profundis,,De Profundis,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Producer,1,0,1455350.0,,['Miguelanxo Prado'],"[1164280.0, 291070.0]","[12437, 12497]","['ES ', 'PT ']","['Spain', 'Portugal']","[0.8, 0.2]","[1, 2]","['Majority', 'Minority']"
190,05-065-F,2005,L'Eté Indien,,The Indian Summer,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Producer,0,0,2272074.0,,['Alain Raoust'],"[1590452.0, 227207.0, 454415.0]","[12464, 12489, 12519]","['FR ', 'NL ', 'BE ']","['France', 'Netherlands', 'Belgium']","[0.7, 0.1, 0.2]","[1, 3, 2]","['Majority', 'Minority', 'Minority']"
191,05-066-F,2005,Ça Brûle,,,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,0,0,3000000.0,,['Claire Simon'],"[2400000.0, 600000.0]","[210, 349]","['FR ', 'CH ']","['France', 'Switzerland']","[0.8, 0.2]","[1, 2]","['Majority', 'Minority']"
192,05-067-F,2005,Altrove,,Elsewhere,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Secretariat,1,0,2181320.0,,['Guido Fiandra'],"[1594635.0, 586685.0]","[12478, 12490]","['IT ', 'NO ']","['Italy', 'Norway']","[0.73104, 0.26896]","[1, 2]","['Majority', 'Minority']"
193,05-069-F,2005,Perfume,Le Parfum,Perfume,2005-06-29 00:00:00.000,Fiction,,Supported,Eligible,0,0,49515805.0,,['Tom Tykwer'],"[9903161.0, 29709483.0, 9903161.0]","[52, 12427, 12459]","['ES ', 'DE ', 'FR ']","['Spain', 'Germany', 'France']","[0.2, 0.6, 0.2]","[2, 1, 2]","['Minority', 'Majority', 'Minority']"
194,05-070-F,2005,A Ihla dos Escravos,L'Ile aux Esclaves,Liberty Island,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Secretariat,0,0,1728021.0,,['Francisco Manso'],"[432005.0, 172802.0, 777610.0, 345604.0]","[54, 12425, 12494, 12521]","['ES ', 'Row', 'PT ', 'BR ']","['Spain', 'Rest of the world', 'Portugal', 'Brazil']","[0.25, 0.1, 0.45, 0.2]","[2, 4, 1, 3]","['Minority', 'Minority', 'Majority', 'Minority']"
195,05-071-F,2005,Mon Frère se marie,Mon frère se marie,My brother is getting married,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,0,0,2666654.0,,['Jean-Stephane Bron'],"[800000.0, 1866654.0]","[12456, 12506]","['FR ', 'CH ']","['France', 'Switzerland']","[0.3, 0.7]","[2, 1]","['Minority', 'Majority']"
196,05-072-F,2005,Gorgas Negras,,,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Secretariat,1,0,1248997.0,,['Jean-Michel Houlbert'],"[437997.0, 811000.0]","[12436, 12449]","['ES ', 'FR ']","['Spain', 'France']","[0.35068, 0.64932]","[2, 1]","['Minority', 'Majority']"
197,05-073-F,2005,Mia et le Migou,,,2005-06-29 00:00:00.000,Animation,,Inelegible,Withdrawal Producer,0,0,8390923.0,,['Jacques-Remy Girerd'],"[7550411.0, 840512.0]","[12454, 12479]","['FR ', 'IT ']","['France', 'Italy']","[0.89983, 0.10017]","[1, 2]","['Majority', 'Minority']"
198,05-074-F,2005,Nichts als Gespenster,,Nothing but Ghosts,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Producer,0,0,3420000.0,,['Martin Gypkens'],"[2325182.0, 547409.0, 547409.0]","[9798, 12477, 12524]","['DE ', 'IS ', 'CH ']","['Germany', 'Iceland', 'Switzerland']","[0.67988, 0.16006, 0.16006]","[1, 2, 2]","['Majority', 'Minority', 'Minority']"
199,05-075-F,2005,The Front Line,,,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Producer,0,0,3500000.0,,['David Gleeson'],"[902500.0, 937500.0, 1660000.0]","[12432, 12468, 12476]","['DE ', 'UK ', 'IE ']","['Germany', 'United Kingdom', 'Ireland']","[0.25786, 0.26786, 0.47429]","[3, 2, 1]","['Minority', 'Minority', 'Majority']"
200,05-076-F,2005,Teresa,,,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,0,0,7738360.0,,['Ray Loriga'],"[1934590.0, 5029934.0, 773836.0]","[132, 12439, 12446]","['UK ', 'ES ', 'FR ']","['United Kingdom', 'Spain', 'France']","[0.25, 0.65, 0.1]","[2, 1, 3]","['Minority', 'Majority', 'Minority']"
201,05-077-F,2005,Bodljikavo prase (The Porcupine),,The Porcupine,2005-06-29 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Srdjan Dragojevic'],,,,,,,
202,05-078-F,2005,Gucha (ex-Love Fair),Le Festival d'amour,Gucha - Distant Trumpet,2005-06-29 00:00:00.000,Fiction,,Supported,Eligible,0,0,1631714.0,,['Dusan Milic'],"[527584.0, 697458.0, 242862.0, 163810.0]","[266, 12423, 12518, 12520]","['DE ', 'CS ', 'AT ', 'BG ']","['Germany', 'Serbia and Montenegro', 'Austria', 'Bulgaria']","[0.32333, 0.42744, 0.14884, 0.10039]","[4, 1, 5, 7]","['Minority', 'Majority', 'Minority', 'Minority']"
203,05-079-F,2005,Bes Vakit,,Five Times,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,0,0,1259636.0,,['Reha Erdem'],"[251927.0, 1007709.0]","[159, 12501]","['GR ', 'TR ']","['Greece', 'Türkiye']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']"
204,05-080-F,2005,32A,32A,32A,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,1,0,1685700.0,,['Marian Quinn'],"[340571.0, 1345129.0]","[129, 12475]","['DE ', 'IE ']","['Germany', 'Ireland']","[0.20204, 0.79796]","[2, 1]","['Minority', 'Majority']"
205,05-081-F,2005,Echange,Echange,,2005-06-29 00:00:00.000,Fiction,,Supported,Eligible,1,0,1988046.0,,['Christian Ditter'],"[1718577.0, 430095.0]","[12431, 12455]","['DE ', 'FR ']","['Germany', 'France']","[0.86446, 0.21634]","[1, 3]","['Majority', 'Minority']"
206,05-082-F,2005,The Magical Lantern,,,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,0,0,1265700.0,,['Memduh Un'],"[253140.0, 1012560.0]","[333, 12503]","['HU ', 'TR ']","['Hungary', 'Türkiye']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']"
207,05-083-F,2005,Diary of a Mad Woman,,,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Producer,0,0,2105818.0,,['Janos Szasz'],"[440575.0, 1437455.0, 227788.0]","[12467, 12471, 12474]","['UK ', 'HU ', 'IE ']","['United Kingdom', 'Hungary', 'Ireland']","[0.20922, 0.68261, 0.10817]","[2, 1, 3]","['Minority', 'Majority', 'Minority']"
208,05-084-F,2005,Donkey.Xote,,,2005-06-29 00:00:00.000,Animation,,Rejected,Eligible,0,0,10598199.0,,['Josep Pozo'],"[7100793.0, 3497406.0]","[11927, 12480]","['ES ', 'IT ']","['Spain', 'Italy']","[0.67, 0.33]","[1, 2]","['Majority', 'Minority']"
209,05-085-F,2005,El Lunar,Le grain de beauté,The Mole,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,1,0,2424036.0,,['Miguel Angel Calvo Buttini'],"[1937376.0, 486660.0]","[12443, 12496]","['ES ', 'PT ']","['Spain', 'Portugal']","[0.79924, 0.20076]","[1, 2]","['Majority', 'Minority']"
210,05-086-F,2005,Ober,Garçon,Waiter,2005-06-29 00:00:00.000,Fiction,,Supported,Eligible,0,0,2154800.0,,['Alex van Warmerdam'],"[224000.0, 1493750.0, 375388.0]","[10311, 12487, 12525]","['FR ', 'NL ', 'BE ']","['France', 'Netherlands', 'Belgium']","[0.10395, 0.69322, 0.17421]","[7, 2, 6]","['Minority', 'Minority', 'Minority']"
211,05-087-F,2005,La Jungle,,,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,1,0,1591467.0,,['Matthieu Delaporte'],"[923051.0, 668416.0]","[12460, 12484]","['FR ', 'LU ']","['France', 'Luxembourg']","[0.58, 0.42]","[1, 2]","['Majority', 'Minority']"
212,05-088-F,2005,Shipwreck Rudy,,Shipwreck Rudy,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Secretariat,1,0,946337.0,,['Katrin Laur'],"[98595.0, 649990.0, 197752.0]","[303, 12435, 12444]","['DE ', 'EE ', 'FI ']","['Germany', 'Estonia', 'Finland']","[0.10419, 0.68685, 0.20897]","[3, 1, 2]","['Minority', 'Majority', 'Minority']"
213,05-089-F,2005,Uranya,,,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Producer,0,0,1450000.0,,['Costas Kapakas'],"[1160000.0, 290000.0]","[57, 12481]","['GR ', 'IT ']","['Greece', 'Italy']","[0.8, 0.2]","[1, 2]","['Majority', 'Minority']"
214,05-090-F,2005,Cum Mi-Am Petrecut Sfarsitul Lumii,,The Way I spent the End of the world,2005-06-29 00:00:00.000,Fiction,,Supported,Eligible,1,0,1490641.0,,['Catalin Mitulescu'],"[452000.0, 1151008.0]","[12456, 12498]","['FR ', 'RO ']","['France', 'Romania']","[0.30323, 0.77216]","[3, 1]","['Minority', 'Majority']"
215,05-091-F,2005,Comme t'y es Belle,,,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,1,0,6206000.0,,['Lisa Azuelos'],"[622000.0, 931000.0, 3824000.0, 829000.0]","[103, 132, 193, 297]","['BE ', 'UK ', 'FR ', 'LU ']","['Belgium', 'United Kingdom', 'France', 'Luxembourg']","[0.10023, 0.15002, 0.61618, 0.13358]","[4, 2, 1, 3]","['Minority', 'Minority', 'Majority', 'Minority']"
216,05-092-F,2005,Transylvania,,,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,0,0,2700000.0,,['Tony Gatlif'],"[1890000.0, 810000.0]","[12461, 12472]","['FR ', 'HU ']","['France', 'Hungary']","[0.7, 0.3]","[1, 2]","['Majority', 'Minority']"
217,05-093-F,2005,La Succession Starkov,,,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Producer,0,0,2006536.0,,['Francois-Jacques Ossang'],"[1202736.0, 403400.0, 400400.0]","[12447, 12511, 12512]","['FR ', 'BE ', 'AR ']","['France', 'Belgium', 'Argentina']","[0.59941, 0.20104, 0.19955]","[1, 2, 3]","['Majority', 'Minority', 'Minority']"
218,05-094-F,2005,Janu Nakts,,St. Johns Night - Midsummer Madness,2005-06-29 00:00:00.000,Fiction,,Supported,Eligible,0,0,2180000.0,,['Alexander Hahn'],"[451800.0, 225900.0, 1572300.0]","[318, 12485, 12507]","['UK ', 'LV ', 'AT ']","['United Kingdom', 'Latvia', 'Austria']","[0.20725, 0.10362, 0.72124]","[3, 5, 1]","['Minority', 'Minority', 'Majority']"
219,05-095-C,2005,Buddha's Lost Children,Les enfants perdus de Buddha,,2005-06-29 00:00:00.000,Documentary,,Rejected,Eligible,0,0,721500.0,,['Mark Verkerk'],"[182475.0, 539025.0]","[12450, 12486]","['FR ', 'NL ']","['France', 'Netherlands']","[0.25291, 0.74709]","[2, 1]","['Minority', 'Majority']"
220,05-096-F,2005,La Education de un Hada,L'Education d'une Fée,The Education of a Fairy,2005-06-29 00:00:00.000,Fiction,,Inelegible,Withdrawal Secretariat,0,0,4456750.0,,['Jose Luis Cuerda'],"[445675.0, 2674050.0, 891350.0, 445675.0]","[205, 335, 12445, 12513]","['PT ', 'ES ', 'FR ', 'AR ']","['Portugal', 'Spain', 'France', 'Argentina']","[0.1, 0.6, 0.2, 0.1]","[3, 1, 2, 3]","['Minority', 'Majority', 'Minority', 'Minority']"
221,05-097-F,2005,Benek,,,2005-06-29 00:00:00.000,Fiction,,Rejected,Eligible,0,0,1336760.0,,['Robert Glinski'],"[133676.0, 267353.0, 935731.0]","[177, 11420, 11942]","['UK ', 'AT ', 'PL ']","['United Kingdom', 'Austria', 'Poland']","[0.1, 0.2, 0.7]","[3, 2, 1]","['Minority', 'Minority', 'Majority']"
222,05-098-F,2005,The Passionates of the Agean,,,2005-06-29 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Siri Gultekin'],,,,,,,
223,05-099-F,2005,Reprise,,,2005-06-29 00:00:00.000,Fiction,,Inelegible,Not enrolled,0,0,,,['Joachim Trier'],,,,,,,
224,05-018-C,2005,The Peace With Monk Seals,,The Peace With Monk Seals,2005-04-27 00:00:00.000,Documentary,,Supported,Eligible,1,0,358021.0,,['Miloslav Novak'],"[286266.0, 71755.0]","[9806, 9807]","['CZ ', 'IT ']","['Czech Republic', 'Italy']","[0.79958, 0.20042]","[1, 2]","['Majority', 'Minority']"
225,05-033-F,2005,La Stella Che Non C'è,,The Missing Star,2005-04-27 00:00:00.000,Fiction,,Supported,Eligible,0,0,8005294.0,,['Gianni Amelio'],"[1610000.0, 5635000.0, 805000.0]","[36, 53, 9794]","['FR ', 'IT ', 'CH ']","['France', 'Italy', 'Switzerland']","[0.20112, 0.70391, 0.10056]","[3, 1, 5]","['Minority', 'Majority', 'Minority']"
226,05-034-F,2005,Cenneti Beklerken,En attendant le Paradis,Waiting for Heaven,2005-04-27 00:00:00.000,Fiction,,Supported,Eligible,0,0,1491841.0,,['Dervis Zaimagoglu'],"[1193473.0, 298388.0]","[214, 333]","['TR ', 'HU ']","['Türkiye', 'Hungary']","[0.8, 0.20001]","[1, 2]","['Majority', 'Minority']"
227,05-036-F,2005,Muzika,,Music,2005-04-27 00:00:00.000,Fiction,,Supported,Eligible,0,0,1141326.0,,['Juraj Nvota'],"[612070.0, 529256.0]","[12, 9798]","['SK ', 'DE ']","['Slovakia', 'Germany']","[0.53628, 0.46372]","[1, 2]","['Majority', 'Minority']"
228,05-040-F,2005,Jardins en Automne,,Listen to the Ney,2005-04-27 00:00:00.000,Fiction,,Supported,Eligible,0,0,3824033.0,,['Otar Iosselani'],"[764807.0, 2103218.0, 956808.0]","[59, 9785, 9787]","['IT ', 'FR ', 'RU ']","['Italy', 'France', 'Russia']","[0.2, 0.55, 0.25021]","[4, 1, 2]","['Minority', 'Majority', 'Minority']"
229,05-041-F,2005,POL 62 (Perl Oder Pica),,POL 62,2005-04-27 00:00:00.000,Fiction,,Supported,Eligible,0,0,2140609.0,,['Pol Cruchten'],"[1714329.0, 542800.0]","[9795, 9796]","['LU ', 'AT ']","['Luxembourg', 'Austria']","[0.80086, 0.25357]","[1, 3]","['Majority', 'Minority']"
230,05-046-F,2005,Suden Arvoitus (Ex: Tyttö Ja Susi),,The Mystery of the Wolf (Ex: The Girl and the Wolf),2005-04-27 00:00:00.000,Fiction,,Supported,Eligible,0,0,1979400.0,,['Raimo O Niemi'],"[199940.0, 1399620.0, 399840.0]","[177, 9788, 9789]","['UK ', 'FI ', 'SE ']","['United Kingdom', 'Finland', 'Sweden']","[0.10101, 0.70709, 0.202]","[5, 1, 3]","['Minority', 'Majority', 'Minority']"
231,05-050-F,2005,Nadzieja (Hope),,Hope,2005-04-27 00:00:00.000,Fiction,,Supported,Eligible,0,0,2509287.0,,['Stanislaw Mucha'],"[1503850.0, 826279.0]","[268, 9799]","['DE ', 'PL ']","['Germany', 'Poland']","[0.59931, 0.32929]","[2, 3]","['Minority', 'Minority']"
232,05-056-F,2005,Fair Play,,Fair Play,2005-04-27 00:00:00.000,Fiction,,Supported,Eligible,0,0,5328029.0,,['Lionel Bailliu'],"[1065409.0, 3729620.0, 533000.0]","[103, 9803, 9805]","['BE ', 'FR ', 'CZ ']","['Belgium', 'France', 'Czech Republic']","[0.19996, 0.7, 0.10004]","[3, 2, 5]","['Minority', 'Minority', 'Minority']"
233,05-057-F,2005,Lapislazuli,,Lapislazuli,2005-04-27 00:00:00.000,Fiction,,Supported,Eligible,0,0,3200000.0,,['Wolfgang Murnberger'],"[2110205.0, 329950.0, 859845.0]","[89, 297, 9783]","['AT ', 'LU ', 'DE ']","['Austria', 'Luxembourg', 'Germany']","[0.65944, 0.10311, 0.2687]","[2, 5, 3]","['Minority', 'Minority', 'Minority']"
234,05-115-F,2005,Delta,,,2005-10-12 00:00:00.000,Fiction,,Rejected,Eligible,0,0,1620554.0,,['Kornel Mundruczo'],"[1109954.0, 510600.0]","[14180, 14256]","['HU ', 'DE ']","['Hungary', 'Germany']","[0.68492, 0.31508]","[1, 2]","['Majority', 'Minority']"
235,05-101-F,2005,Le Héros de la Famille,,,2005-10-12 00:00:00.000,Fiction,,Supported,Eligible,0,0,12008862.0,,['Thierry Klifa'],"[10207533.0, 1801329.0]","[14183, 14200]","['FR ', 'IT ']","['France', 'Italy']","[0.85, 0.15]","[1, 2]","['Majority', 'Minority']"
236,05-109-F,2005,Dragnet aka True North,,True North,2005-10-12 00:00:00.000,Fiction,,Supported,Eligible,1,0,4259030.0,,['Steve Hudson'],"[839375.0, 2346655.0, 1073000.0]","[14140, 14184, 14188]","['IE ', 'DE ', 'UK ']","['Ireland', 'Germany', 'United Kingdom']","[0.19708, 0.55098, 0.25194]","[3, 1, 2]","['Minority', 'Majority', 'Minority']"
237,05-114-C,2005,Der Ermittler,,The Prosecutor,2005-10-12 00:00:00.000,Documentary,,Rejected,Eligible,0,0,256961.0,,['Ilona Ziok'],"[205512.0, 51449.0]","[78, 14187]","['DE ', 'PL ']","['Germany', 'Poland']","[0.79978, 0.20022]","[1, 2]","['Majority', 'Minority']"
238,05-112-F,2005,Irina Palm,,,2005-10-12 00:00:00.000,Fiction,,Supported,Eligible,0,0,3698007.0,,['Sam Garbarski'],"[1340498.0, 547500.0, 1111500.0, 698509.0]","[103, 163, 266, 297]","['BE ', 'UK ', 'DE ', 'LU ']","['Belgium', 'United Kingdom', 'Germany', 'Luxembourg']","[0.36249, 0.14805, 0.30057, 0.18889]","[1, 4, 2, 3]","['Majority', 'Minority', 'Minority', 'Minority']"
239,05-067-F,2005,Altrove,,Elsewhere,2005-10-12 00:00:00.000,Fiction,,Rejected,Eligible,1,0,2181320.0,,['Guido Fiandra'],"[1594635.0, 586685.0]","[12478, 12490]","['IT ', 'NO ']","['Italy', 'Norway']","[0.73104, 0.26896]","[1, 2]","['Majority', 'Minority']"
240,05-064-F,2005,De Profundis,,De Profundis,2005-10-12 00:00:00.000,Fiction,,Supported,Eligible,1,0,1455350.0,,['Miguelanxo Prado'],"[1164280.0, 291070.0]","[12437, 12497]","['ES ', 'PT ']","['Spain', 'Portugal']","[0.8, 0.2]","[1, 2]","['Majority', 'Minority']"
241,05-070-F,2005,A Ihla dos Escravos,L'Ile aux Esclaves,Liberty Island,2005-10-12 00:00:00.000,Fiction,,Inelegible,Withdrawal Secretariat,0,0,1728021.0,,['Francisco Manso'],"[432005.0, 172802.0, 777610.0, 345604.0]","[54, 12425, 12494, 12521]","['ES ', 'Row', 'PT ', 'BR ']","['Spain', 'Rest of the world', 'Portugal', 'Brazil']","[0.25, 0.1, 0.45, 0.2]","[2, 4, 1, 3]","['Minority', 'Minority', 'Majority', 'Minority']"
242,05-074-F,2005,Nichts als Gespenster,,Nothing but Ghosts,2005-10-12 00:00:00.000,Fiction,,Inelegible,Withdrawal Producer,0,0,3100000.0,,['Martin Gypkens'],"[620196.0, 2479804.0]","[12477, 16020]","['IS ', 'DE ']","['Iceland', 'Germany']","[0.20006, 0.79994]","[2, 1]","['Minority', 'Majority']"
243,05-075-F,2005,The Front Line,,The Front Line,2005-10-12 00:00:00.000,Fiction,,Supported,Eligible,0,0,2365000.0,,['David Gleeson'],"[370000.0, 1375000.0, 301000.0, 319000.0]","[12432, 12476, 12500, 16022]","['DE ', 'IE ', 'SE ', 'UK ']","['Germany', 'Ireland', 'Sweden', 'United Kingdom']","[0.15645, 0.5814, 0.12727, 0.13488]","[2, 1, 4, 3]","['Minority', 'Majority', 'Minority', 'Minority']"
